"thumbborder src","tablescraper-selected-row","tablescraper-selected-row href","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row 5","tablescraper-selected-row 6","tablescraper-selected-row 7","tablescraper-selected-row 8","tablescraper-selected-row 9","tablescraper-selected-row 10","tablescraper-selected-row 11"
"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Flag_of_Liberia.svg/23px-Flag_of_Liberia.svg.png","Liberia","https://en.wikipedia.org/wiki/Liberia","1,966","2,340","2,675","3,044","3,090","3,092","3,256","3,321","3,264","3,080"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Flag_of_Libya.svg/23px-Flag_of_Libya.svg.png","Libya","https://en.wikipedia.org/wiki/Libya","75,381","48,170","92,542","75,352","57,373","48,718","49,913","67,155","76,681","69,241"
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Flag_of_Lithuania.svg/23px-Flag_of_Lithuania.svg.png","Lithuania","https://en.wikipedia.org/wiki/Lithuania","37,195","43,584","42,952","46,537","48,611","41,440","43,035","47,742","53,775","54,703"
"https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Flag_of_Luxembourg.svg/23px-Flag_of_Luxembourg.svg.png","Luxembourg","https://en.wikipedia.org/wiki/Luxembourg","56,260","61,685","59,814","65,204","68,823","60,078","62,200","65,689","71,317","70,203"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Flag_of_Macau.svg/23px-Flag_of_Macau.svg.png","Macau","https://en.wikipedia.org/wiki/Macau","28,242","36,844","43,190","51,536","54,903","45,048","45,071","50,441","55,285","55,205"
"https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Madagascar.svg/23px-Flag_of_Madagascar.svg.png","Madagascar","https://en.wikipedia.org/wiki/Madagascar","9,983","11,552","11,579","12,424","12,523","11,323","11,849","13,176","13,760","14,105"
"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Flag_of_Malawi.svg/23px-Flag_of_Malawi.svg.png","Malawi","https://en.wikipedia.org/wiki/Malawi","9,796","11,241","8,421","7,648","8,526","9,014","7,733","8,943","9,882","11,031"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Flag_of_Malaysia.svg/23px-Flag_of_Malaysia.svg.png","Malaysia","https://en.wikipedia.org/wiki/Malaysia","258,844","302,643","319,153","328,074","343,088","301,360","301,918","319,249","358,994","365,283"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Flag_of_Maldives.svg/23px-Flag_of_Maldives.svg.png","Maldives","https://en.wikipedia.org/wiki/Maldives","2,588","2,629","2,885","3,286","3,690","4,098","4,367","4,747","5,294","5,598"
"https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Flag_of_Mali.svg/23px-Flag_of_Mali.svg.png","Mali","https://en.wikipedia.org/wiki/Mali","10,698","12,993","12,450","13,243","14,369","13,106","14,022","15,360","17,079","17,281"
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Malta.svg/23px-Flag_of_Malta.svg.png","Malta","https://en.wikipedia.org/wiki/Malta","9,043","9,637","9,468","10,551","11,629","11,093","11,665","13,485","15,306","15,728"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Flag_of_the_Marshall_Islands.svg/23px-Flag_of_the_Marshall_Islands.svg.png","Marshall Islands","https://en.wikipedia.org/wiki/Marshall_Islands","160","172","181","185","182","184","201","212","222","236"
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Flag_of_Mauritania.svg/23px-Flag_of_Mauritania.svg.png","Mauritania","https://en.wikipedia.org/wiki/Mauritania","5,637","6,782","6,721","7,331","6,615","6,182","6,414","6,826","7,472","8,065"
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Flag_of_Mauritius.svg/23px-Flag_of_Mauritius.svg.png","Mauritius","https://en.wikipedia.org/wiki/Mauritius","10,004","11,518","11,669","12,130","12,803","11,692","12,232","13,259","14,182","14,046"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Mexico.svg/23px-Flag_of_Mexico.svg.png","Mexico","https://en.wikipedia.org/wiki/Mexico","1,057,801","1,180,487","1,201,094","1,274,444","1,315,356","1,171,870","1,078,493","1,158,912","1,222,406","1,269,010"
"https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Flag_of_the_Federated_States_of_Micronesia.svg/23px-Flag_of_the_Federated_States_of_Micronesia.svg.png","Federated States of Micronesia","https://en.wikipedia.org/wiki/Federated_States_of_Micronesia","297","311","327","317","319","316","332","367","402","416"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Moldova.svg/23px-Flag_of_Moldova.svg.png","Moldova","https://en.wikipedia.org/wiki/Moldova","6,977","8,417","8,708","9,496","9,510","7,726","8,072","9,515","11,252","11,737"
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Flag_of_Mongolia.svg/23px-Flag_of_Mongolia.svg.png","Mongolia","https://en.wikipedia.org/wiki/Mongolia","7,185","10,410","12,278","12,582","12,227","11,620","11,154","11,481","13,207","14,206"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Montenegro.svg/23px-Flag_of_Montenegro.svg.png","Montenegro","https://en.wikipedia.org/wiki/Montenegro","4,146","4,544","4,090","4,466","4,595","4,055","4,376","4,855","5,509","5,543"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Flag_of_Morocco.svg/23px-Flag_of_Morocco.svg.png","Morocco","https://en.wikipedia.org/wiki/Morocco","100,881","109,705","106,345","115,608","119,131","110,414","111,573","118,541","127,341","128,920"
"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Mozambique.svg/23px-Flag_of_Mozambique.svg.png","Mozambique","https://en.wikipedia.org/wiki/Mozambique","11,105","14,382","16,351","16,974","17,716","15,951","11,937","13,219","14,845","15,390"
"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Flag_of_Myanmar.svg/23px-Flag_of_Myanmar.svg.png","Myanmar","https://en.wikipedia.org/wiki/Myanmar","38,084","53,916","59,000","60,903","63,153","62,655","60,090","61,267","66,699","68,802"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Namibia.svg/23px-Flag_of_Namibia.svg.png","Namibia","https://en.wikipedia.org/wiki/Namibia","11,281","12,423","13,016","12,168","12,434","11,450","10,719","12,883","13,676","12,539"
"https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Flag_of_Nauru.svg/23px-Flag_of_Nauru.svg.png","Nauru","https://en.wikipedia.org/wiki/Nauru","47","66","97","99","105","87","100","110","124","119"
"","Nepal","https://en.wikipedia.org/wiki/Nepal","18,250","21,682","21,703","22,161","22,722","24,361","24,524","28,972","33,112","34,186"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Flag_of_the_Netherlands.svg/23px-Flag_of_the_Netherlands.svg.png","Netherlands","https://en.wikipedia.org/wiki/Netherlands","848,073","905,111","839,455","877,186","892,398","765,650","783,844","833,575","914,458","910,295"
"https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Flag_of_New_Zealand.svg/23px-Flag_of_New_Zealand.svg.png","New Zealand","https://en.wikipedia.org/wiki/New_Zealand","145,363","166,943","175,031","187,145","200,147","176,275","185,953","203,645","209,640","211,105"
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Flag_of_Nicaragua.svg/23px-Flag_of_Nicaragua.svg.png","Nicaragua","https://en.wikipedia.org/wiki/Nicaragua","8,759","9,774","10,532","10,983","11,880","12,757","13,286","13,786","13,025","12,611"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Flag_of_Niger.svg/18px-Flag_of_Niger.svg.png","Niger","https://en.wikipedia.org/wiki/Niger","7,838","8,754","9,412","10,206","10,830","9,684","10,350","11,185","12,850","12,912"
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_Nigeria.svg/23px-Flag_of_Nigeria.svg.png","Nigeria","https://en.wikipedia.org/wiki/Nigeria","369,062","414,095","460,952","514,966","568,499","492,437","404,649","375,745","421,737","448,120"
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Flag_of_North_Macedonia.svg/23px-Flag_of_North_Macedonia.svg.png","North Macedonia","https://en.wikipedia.org/wiki/North_Macedonia","9,415","10,499","9,751","10,824","11,378","10,067","10,686","11,336","12,694","12,609"
"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Flag_of_Norway.svg/21px-Flag_of_Norway.svg.png","Norway","https://en.wikipedia.org/wiki/Norway","428,757","498,283","509,506","522,762","498,410","385,802","368,827","398,394","437,000","404,941"
"https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Flag_of_Oman.svg/23px-Flag_of_Oman.svg.png","Oman","https://en.wikipedia.org/wiki/Oman","64,994","77,497","87,409","89,936","92,699","78,711","75,129","80,857","91,505","88,061"
"https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Flag_of_Pakistan.svg/23px-Flag_of_Pakistan.svg.png","Pakistan","https://en.wikipedia.org/wiki/Pakistan","199,405","240,385","252,534","260,257","275,063","304,481","313,623","339,229","356,163","321,071"
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Palau.svg/23px-Flag_of_Palau.svg.png","Palau","https://en.wikipedia.org/wiki/Palau","182","193","211","222","241","288","298","286","285","279"
"https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Flag_of_Panama.svg/23px-Flag_of_Panama.svg.png","Panama","https://en.wikipedia.org/wiki/Panama","29,440","34,686","40,430","45,600","49,921","54,092","57,908","62,203","64,929","66,984"
"https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Flag_of_Papua_New_Guinea.svg/20px-Flag_of_Papua_New_Guinea.svg.png","Papua New Guinea","https://en.wikipedia.org/wiki/Papua_New_Guinea","14,251","17,985","21,295","21,261","23,211","21,723","20,759","22,743","24,110","24,751"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Flag_of_Paraguay.svg/23px-Flag_of_Paraguay.svg.png","Paraguay","https://en.wikipedia.org/wiki/Paraguay","27,129","33,737","33,296","38,651","40,378","36,211","36,090","38,997","40,225","37,907"
"https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Flag_of_Peru.svg/23px-Flag_of_Peru.svg.png","Peru","https://en.wikipedia.org/wiki/Peru","148,945","170,923","193,100","202,584","202,880","192,025","195,463","215,681","226,795","232,345"
"https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Flag_of_the_Philippines.svg/23px-Flag_of_the_Philippines.svg.png","Philippines","https://en.wikipedia.org/wiki/Philippines","208,369","234,217","261,920","283,903","297,484","306,446","318,627","328,481","346,842","376,823"
"https://upload.wikimedia.org/wikipedia/en/thumb/1/12/Flag_of_Poland.svg/23px-Flag_of_Poland.svg.png","Poland","https://en.wikipedia.org/wiki/Poland","479,834","528,292","498,517","521,013","542,602","477,488","472,256","526,643","587,433","597,194"
"https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Flag_of_Portugal.svg/23px-Flag_of_Portugal.svg.png","Portugal","https://en.wikipedia.org/wiki/Portugal","238,308","245,075","216,361","226,437","229,961","199,414","206,369","221,280","242,423","240,013"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Flag_of_Puerto_Rico.svg/23px-Flag_of_Puerto_Rico.svg.png","Puerto Rico","https://en.wikipedia.org/wiki/Puerto_Rico","98,381","100,352","101,565","102,450","102,446","103,376","104,337","103,446","104,925","104,915"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Flag_of_Qatar.svg/23px-Flag_of_Qatar.svg.png","Qatar","https://en.wikipedia.org/wiki/Qatar","119,707","167,775","186,834","198,728","206,225","161,740","151,732","161,099","183,335","176,371"
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Flag_of_Romania.svg/23px-Flag_of_Romania.svg.png","Romania","https://en.wikipedia.org/wiki/Romania","166,309","183,326","170,636","190,800","199,961","177,731","188,130","211,696","241,456","249,880"
"https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/Flag_of_Russia.svg/23px-Flag_of_Russia.svg.png","Russia","https://en.wikipedia.org/wiki/Russia","1,633,111","2,046,621","2,191,484","2,288,428","2,048,836","1,356,704","1,280,648","1,575,140","1,653,006","1,695,724"
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Rwanda.svg/23px-Flag_of_Rwanda.svg.png","Rwanda","https://en.wikipedia.org/wiki/Rwanda","6,122","6,881","7,651","7,816","8,235","8,542","8,691","9,253","9,643","10,355"
"https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Flag_of_Samoa.svg/23px-Flag_of_Samoa.svg.png","Samoa","https://en.wikipedia.org/wiki/Samoa","680","744","773","798","797","824","844","885","878","913"
"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Flag_of_San_Marino.svg/20px-Flag_of_San_Marino.svg.png","San Marino","https://en.wikipedia.org/wiki/San_Marino","1,883","1,813","1,606","1,678","1,674","1,420","1,468","1,528","1,656","1,616"
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Flag_of_Sao_Tome_and_Principe.svg/23px-Flag_of_Sao_Tome_and_Principe.svg.png","São Tomé and Príncipe","https://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_and_Pr%C3%ADncipe","197","233","253","303","349","318","348","376","416","431"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Flag_of_Saudi_Arabia.svg/23px-Flag_of_Saudi_Arabia.svg.png","Saudi Arabia","https://en.wikipedia.org/wiki/Saudi_Arabia","528,207","671,239","735,975","746,647","756,350","654,270","644,935","688,586","816,578","803,616"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Flag_of_Senegal.svg/23px-Flag_of_Senegal.svg.png","Senegal","https://en.wikipedia.org/wiki/Senegal","16,134","17,811","17,672","18,919","19,802","17,777","19,035","20,989","23,127","23,405"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Flag_of_Serbia.svg/23px-Flag_of_Serbia.svg.png","Serbia","https://en.wikipedia.org/wiki/Serbia","41,369","49,280","43,300","48,394","47,062","39,656","40,693","44,179","50,641","51,514"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Flag_of_Seychelles.svg/23px-Flag_of_Seychelles.svg.png","Seychelles","https://en.wikipedia.org/wiki/Seychelles","970","1,018","1,060","1,328","1,388","1,416","1,490","1,573","1,629","1,683"
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Flag_of_Sierra_Leone.svg/23px-Flag_of_Sierra_Leone.svg.png","Sierra Leone","https://en.wikipedia.org/wiki/Sierra_Leone","2,578","2,942","3,802","4,916","5,007","4,252","3,855","3,713","4,085","4,074"
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Flag_of_Singapore.svg/23px-Flag_of_Singapore.svg.png","Singapore","https://en.wikipedia.org/wiki/Singapore","239,808","279,357","295,093","307,576","314,864","307,999","318,822","343,187","376,987","375,484"
"https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Flag_of_Slovakia.svg/23px-Flag_of_Slovakia.svg.png","Slovakia","https://en.wikipedia.org/wiki/Slovakia","90,875","99,475","94,313","98,571","101,115","88,646","89,650","95,360","105,661","105,296"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Flag_of_Slovenia.svg/23px-Flag_of_Slovenia.svg.png","Slovenia","https://en.wikipedia.org/wiki/Slovenia","48,248","51,575","46,607","48,416","50,010","43,112","44,754","48,572","54,202","54,338"
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_the_Solomon_Islands.svg/23px-Flag_of_the_Solomon_Islands.svg.png","Solomon Islands","https://en.wikipedia.org/wiki/Solomon_Islands","847","1,050","1,185","1,286","1,336","1,308","1,379","1,470","1,615","1,619"
"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Flag_of_Somalia.svg/23px-Flag_of_Somalia.svg.png","Somalia","https://en.wikipedia.org/wiki/Somalia","3,917","4,042","4,577","5,025","5,335","5,534","5,609","5,856","6,485",""
"https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Flag_of_South_Africa.svg/23px-Flag_of_South_Africa.svg.png","South Africa","https://en.wikipedia.org/wiki/South_Africa","417,315","458,708","434,400","400,877","381,195","346,663","323,493","381,317","403,991","388,446"
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Flag_of_South_Sudan.svg/23px-Flag_of_South_Sudan.svg.png","South Sudan","https://en.wikipedia.org/wiki/South_Sudan","17,186","11,267","14,947","15,383","14,801","3,501","3,495","4,659","5,319",""
"https://upload.wikimedia.org/wikipedia/en/thumb/9/9a/Flag_of_Spain.svg/23px-Flag_of_Spain.svg.png","Spain","https://en.wikipedia.org/wiki/Spain","1,423,270","1,480,450","1,325,583","1,355,162","1,371,576","1,195,721","1,232,573","1,312,076","1,421,639","1,393,200"
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Flag_of_Sri_Lanka.svg/23px-Flag_of_Sri_Lanka.svg.png","Sri Lanka","https://en.wikipedia.org/wiki/Sri_Lanka","58,643","67,725","70,392","76,934","82,483","85,091","88,000","94,376","94,484","89,015"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Saint_Kitts_and_Nevis.svg/23px-Flag_of_Saint_Kitts_and_Nevis.svg.png","Saint Kitts and Nevis","https://en.wikipedia.org/wiki/Saint_Kitts_and_Nevis","779","836","826","875","954","958","1,009","1,061","1,079","1,165"
"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Flag_of_Saint_Lucia.svg/23px-Flag_of_Saint_Lucia.svg.png","Saint Lucia","https://en.wikipedia.org/wiki/Saint_Lucia","1,482","1,568","1,598","1,660","1,749","1,807","1,865","1,997","2,057","2,094"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Flag_of_Saint_Vincent_and_the_Grenadines.svg/23px-Flag_of_Saint_Vincent_and_the_Grenadines.svg.png","Saint Vincent and the Grenadines","https://en.wikipedia.org/wiki/Saint_Vincent_and_the_Grenadines","720","714","730","765","771","787","814","848","884","910"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Flag_of_Sudan.svg/23px-Flag_of_Sudan.svg.png","Sudan","https://en.wikipedia.org/wiki/Sudan","65,716","66,448","48,948","52,892","60,726","64,534","64,888","48,906","33,432","33,564"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Flag_of_Suriname.svg/23px-Flag_of_Suriname.svg.png","Suriname","https://en.wikipedia.org/wiki/Suriname","4,677","4,735","5,332","5,510","5,612","5,126","3,317","3,592","3,996","3,984"
"https://upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/23px-Flag_of_Sweden.svg.png","Sweden","https://en.wikipedia.org/wiki/Sweden","495,813","574,094","552,484","586,842","581,964","505,104","515,655","541,019","555,455","533,880"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Flag_of_Switzerland_%28Pantone%29.svg/16px-Flag_of_Switzerland_%28Pantone%29.svg.png","Switzerland","https://en.wikipedia.org/wiki/Switzerland","598,199","715,671","686,362","706,414","726,660","693,882","687,567","695,293","725,788","721,851"
"https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Flag_of_Syria.svg/23px-Flag_of_Syria.svg.png","Syria","https://en.wikipedia.org/wiki/Syria","60,043","","","","","","","","",""
"https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Flag_of_the_Republic_of_China.svg/23px-Flag_of_the_Republic_of_China.svg.png","Taiwan","https://en.wikipedia.org/wiki/Taiwan","444,281","483,974","495,610","512,943","535,328","534,515","543,081","590,733","609,198","611,396"
"https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Flag_of_Tajikistan.svg/23px-Flag_of_Tajikistan.svg.png","Tajikistan","https://en.wikipedia.org/wiki/Tajikistan","5,642","6,523","7,592","8,506","9,242","7,857","6,994","7,535","7,762","8,301"
"https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tanzania.svg/23px-Flag_of_Tanzania.svg.png","Tanzania","https://en.wikipedia.org/wiki/Tanzania","31,533","34,067","39,651","45,681","50,002","47,384","49,774","53,227","56,699","60,810"
"https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Flag_of_Thailand.svg/23px-Flag_of_Thailand.svg.png","Thailand","https://en.wikipedia.org/wiki/Thailand","340,928","370,929","397,722","420,364","407,373","401,142","413,497","456,523","506,547","544,027"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Flag_of_East_Timor.svg/23px-Flag_of_East_Timor.svg.png","Timor-Leste","https://en.wikipedia.org/wiki/East_Timor","882","1,042","1,160","1,396","1,447","1,594","1,651","1,616","1,584","2,048"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Togo.svg/23px-Flag_of_Togo.svg.png","Togo","https://en.wikipedia.org/wiki/Togo","4,630","5,223","5,229","5,831","6,174","5,641","6,030","6,393","7,115","7,221"
"https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Flag_of_Tonga.svg/23px-Flag_of_Tonga.svg.png","Tonga","https://en.wikipedia.org/wiki/Tonga","367","415","471","451","440","437","421","460","481","511"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/Flag_of_Trinidad_and_Tobago.svg/23px-Flag_of_Trinidad_and_Tobago.svg.png","Trinidad and Tobago","https://en.wikipedia.org/wiki/Trinidad_and_Tobago","22,522","25,789","25,782","27,294","27,643","25,192","22,382","23,180","23,821","23,886"
"https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Flag_of_Tunisia.svg/23px-Flag_of_Tunisia.svg.png","Tunisia","https://en.wikipedia.org/wiki/Tunisia","46,210","48,122","47,311","48,681","50,273","45,779","44,360","42,167","42,687","41,772"
"https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Flag_of_Turkey.svg/23px-Flag_of_Turkey.svg.png","Turkey","https://en.wikipedia.org/wiki/Turkey","776,558","838,508","880,141","957,504","938,512","864,071","869,280","858,932","779,694","759,450"
"https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Flag_of_Turkmenistan.svg/23px-Flag_of_Turkmenistan.svg.png","Turkmenistan","https://en.wikipedia.org/wiki/Turkmenistan","34,788","44,070","49,858","51,301","55,523","44,060","41,698","46,365","48,686","52,961"
"https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Flag_of_Tuvalu.svg/23px-Flag_of_Tuvalu.svg.png","Tuvalu","https://en.wikipedia.org/wiki/Tuvalu","32","40","39","39","39","37","41","45","48","54"
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Flag_of_Uganda.svg/23px-Flag_of_Uganda.svg.png","Uganda","https://en.wikipedia.org/wiki/Uganda","24,683","27,501","30,939","32,331","33,122","27,650","29,596","31,403","34,182","38,059"
"https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Flag_of_Ukraine.svg/23px-Flag_of_Ukraine.svg.png","Ukraine","https://en.wikipedia.org/wiki/Ukraine","136,011","163,161","175,707","179,574","130,571","90,477","93,313","112,114","130,916","153,997"
"https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Flag_of_the_United_Arab_Emirates.svg/23px-Flag_of_the_United_Arab_Emirates.svg.png","United Arab Emirates","https://en.wikipedia.org/wiki/United_Arab_Emirates","289,787","350,666","374,591","390,108","403,137","358,135","357,045","385,605","422,215","417,216"
"https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Flag_of_the_United_Kingdom.svg/23px-Flag_of_the_United_Kingdom.svg.png","United Kingdom","https://en.wikipedia.org/wiki/United_Kingdom","2,493,557","2,675,808","2,719,642","2,805,115","3,088,773","2,957,227","2,732,956","2,701,268","2,904,513","2,880,357"
"https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Flag_of_the_United_States.svg/23px-Flag_of_the_United_States.svg.png","United States","https://en.wikipedia.org/wiki/United_States","15,048,975","15,599,725","16,253,950","16,843,225","17,550,675","18,206,025","18,695,100","19,479,625","20,527,150","21,372,600"
"https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Flag_of_Uruguay.svg/23px-Flag_of_Uruguay.svg.png","Uruguay","https://en.wikipedia.org/wiki/Uruguay","43,816","52,319","55,556","62,094","61,851","57,435","57,246","64,385","64,296","61,017"
"https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Flag_of_Uzbekistan.svg/23px-Flag_of_Uzbekistan.svg.png","Uzbekistan","https://en.wikipedia.org/wiki/Uzbekistan","49,772","60,213","67,520","73,192","80,848","85,662","85,658","61,018","52,618","59,907"
"https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Flag_of_Vanuatu.svg/23px-Flag_of_Vanuatu.svg.png","Vanuatu","https://en.wikipedia.org/wiki/Vanuatu","652","738","736","755","774","744","775","880","929","930"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Venezuela.svg/23px-Flag_of_Venezuela.svg.png","Venezuela","https://en.wikipedia.org/wiki/Venezuela","318,281","316,482","372,750","258,986","214,869","125,446","112,912","115,883","102,084","74,418"
"https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Flag_of_Vietnam.svg/23px-Flag_of_Vietnam.svg.png","Vietnam","https://en.wikipedia.org/wiki/Vietnam","143,212","171,312","195,169","212,728","232,888","236,795","252,146","277,071","303,091","327,873"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Flag_of_Palestine.svg/23px-Flag_of_Palestine.svg.png","Palestine","https://en.wikipedia.org/wiki/State_of_Palestine","9,682","11,186","12,208","13,516","13,990","13,972","15,405","16,128","16,277","17,134"
"https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Flag_of_Yemen.svg/23px-Flag_of_Yemen.svg.png","Yemen","https://en.wikipedia.org/wiki/Yemen","30,907","32,726","35,401","40,415","43,229","42,444","31,318","26,842","21,606","21,888"
"https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Flag_of_Zambia.svg/23px-Flag_of_Zambia.svg.png","Zambia","https://en.wikipedia.org/wiki/Zambia","20,264","23,455","25,502","28,042","27,145","21,245","20,965","25,874","26,312","23,309"
"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Flag_of_Zimbabwe.svg/23px-Flag_of_Zimbabwe.svg.png","Zimbabwe","https://en.wikipedia.org/wiki/Zimbabwe","12,042","14,100","17,116","19,093","19,499","19,969","20,555","21,385","36,945","22,995"
