,rank,country,population,year
209,210.,Turks and Caicos Islands,47754,2013
210,222.,Tuvalu,10698,2013
211,190.,U.S. Virgin Islands,109473,2013
212,35.,Uganda,37181372,2013
213,30.,Ukraine,44573204,2013
214,113.,United Arab Emirates,5473972,2013
215,22.,United Kingdom,63395576,2013
216,3.,United States of America,316668576,2013
217,133.,Uruguay,3324460,2013
218,44.,Uzbekistan,28661636,2013
219,182.,Vanuatu,230571,2013
220,45.,Venezuela,28459084,2013
221,14.,Vietnam,92477856,2013
222,221.,Wallis and Futuna,15507,2013
223,140.,West Bank,2676740,2013
224,170.,Western Sahara,538811,2013
225,48.,Yemen,25408288,2013
226,69.,Zambia,14746280,2013
227,72.,Zimbabwe,13182908,2013
