,rank,country,population,year
94,121.,Ireland,4517706,2008
95,200.,Isle of Man,82201,2008
96,98.,Israel,7112359,2008
97,23.,Italy,60091304,2008
98,138.,Jamaica,2804332,2008
99,10.,Japan,127787736,2008
100,104.,Jordan,6132625,2008
101,59.,Kazakhstan,16649642,2008
102,33.,Kenya,38540808,2008
103,195.,Kiribati,96858,2008
104,147.,Kosovo,1794984,2008
105,139.,Kuwait,2433192,2008
106,111.,Kyrgyzstan,5356869,2008
107,103.,Laos,6145183,2008
108,141.,Latvia,2245423,2008
109,125.,Lebanon,4038024,2008
110,146.,Lesotho,1915469,2008
111,130.,Liberia,3440371,2008
112,102.,Libya,6187039,2008
113,213.,Liechtenstein,35600,2008
114,129.,Lithuania,3565205,2008
115,171.,Luxembourg,486006,2008
116,167.,Macau,545674,2008
117,143.,Macedonia,2061315,2008
118,57.,Madagascar,20042552,2008
119,65.,Malawi,14623681,2008
120,43.,Malaysia,27357758,2008
121,174.,Maldives,385925,2008
122,68.,Mali,13100813,2008
123,173.,Malta,403532,2008
124,205.,Marshall Islands,63174,2008
125,133.,Mauritania,3054933,2008
126,155.,Mauritius,1274189,2008
127,183.,Mayotte,198614,2008
128,11.,Mexico,109955400,2008
129,128.,Moldova,3811763,2008
130,215.,Monaco,30734,2008
131,134.,Mongolia,2996081,2008
132,164.,Montenegro,678177,2008
133,228.,Montserrat,5082,2008
134,38.,Morocco,30940456,2008
135,52.,Mozambique,21439234,2008
136,24.,Myanmar,52228152,2008
137,142.,Namibia,2088669,2008
138,224.,Nauru,9162,2008
139,41.,Nepal,28196960,2008
140,61.,Netherlands,16410055,2008
141,188.,Netherlands Antilles,140499,2008
142,181.,New Caledonia,244447,2008
143,124.,New Zealand,4173460,2008
144,109.,Nicaragua,5475502,2008
145,64.,Niger,14752080,2008
146,7.,Nigeria,153433392,2008
147,47.,North Korea,24050644,2008
148,207.,Northern Mariana Islands,55244,2008
149,116.,Norway,4644457,2008
150,137.,Oman,2853884,2008
151,6.,Pakistan,178479392,2008
152,219.,Palau,20701,2008
153,131.,Panama,3309679,2008
154,106.,Papua New Guinea,5816233,2008
155,101.,Paraguay,6203197,2008
156,39.,Peru,28347880,2008
157,12.,Philippines,96061680,2008
158,34.,Poland,38500696,2008
159,75.,Portugal,10676910,2008
160,126.,Puerto Rico,3954553,2008
161,152.,Qatar,1417957,2008
162,127.,Republic of Congo,3905010,2008
163,51.,Romania,22060808,2008
164,9.,Russia,140702096,2008
165,76.,Rwanda,10440771,2008
166,226.,Saint Barthélemy,7492,2008
167,225.,Saint Helena,7601,2008
168,208.,Saint Kitts and Nevis,49064,2008
169,187.,Saint Lucia,159585,2008
170,216.,Saint Martin,29376,2008
171,227.,Saint Pierre and Miquelon,6049,2008
172,192.,Saint Vincent and the Grenadines,104938,2008
173,184.,Samoa,189503,2008
174,214.,San Marino,30749,2008
175,186.,Sao Tome and Principe,168415,2008
176,46.,Saudi Arabia,24917412,2008
177,71.,Senegal,11698343,2008
178,95.,Serbia,7413882,2008
179,197.,Seychelles,86595,2008
180,113.,Sierra Leone,5022995,2008
181,114.,Singapore,4930613,2008
182,212.,Sint Maarten,36233,2008
183,110.,Slovakia,5455407,2008
184,144.,Slovenia,2007711,2008
185,168.,Solomon Islands,533776,2008
186,87.,Somalia,9454759,2008
187,25.,South Africa,48782756,2008
188,26.,South Korea,48379392,2008
189,28.,Spain,45910364,2008
190,55.,Sri Lanka,20697508,2008
191,30.,Sudan,41680784,2008
192,169.,Suriname,529824,2008
193,153.,Swaziland,1319101,2008
194,90.,Sweden,9045389,2008
195,94.,Switzerland,7581520,2008
196,53.,Syria,21324856,2008
197,49.,Taiwan,22920946,2008
198,97.,Tajikistan,7211884,2008
199,32.,Tanzania,40213160,2008
200,20.,Thailand,65531044,2008
201,176.,The Bahamas,304727,2008
202,148.,The Gambia,1671296,2008
203,100.,Togo,6220348,2008
204,193.,Tonga,104881,2008
205,156.,Trinidad and Tobago,1231323,2008
206,78.,Tunisia,10315836,2008
207,17.,Turkey,75793840,2008
208,115.,Turkmenistan,4829332,2008
209,211.,Turks and Caicos Islands,37617,2008
210,223.,Tuvalu,10339,2008
211,189.,U.S. Virgin Islands,109832,2008
212,37.,Uganda,31367972,2008
213,27.,Ukraine,45994288,2008
214,119.,United Arab Emirates,4621399,2008
215,22.,United Kingdom,61642600,2008
216,3.,United States of America,304374848,2008
217,132.,Uruguay,3286372,2008
218,44.,Uzbekistan,27345026,2008
219,182.,Vanuatu,215446,2008
220,45.,Venezuela,26414816,2008
221,13.,Vietnam,87558360,2008
222,220.,Wallis and Futuna,15237,2008
223,140.,West Bank,2407681,2008
224,172.,Western Sahara,460632,2008
225,50.,Yemen,22222846,2008
226,70.,Zambia,12694227,2008
227,72.,Zimbabwe,11350111,2008
