,rank,country,population,year
206,77.,Tunisia,11134588,2016
207,16.,Turkey,83407064,2016
208,116.,Turkmenistan,5291317,2016
209,209.,Turks and Caicos Islands,51430,2016
210,222.,Tuvalu,10959,2016
211,191.,U.S. Virgin Islands,109122,2016
212,34.,Uganda,41393720,2016
213,33.,Ukraine,43723904,2016
214,111.,United Arab Emirates,5927482,2016
215,22.,United Kingdom,64430428,2016
216,3.,United States of America,325245056,2016
217,135.,Uruguay,3351016,2016
218,45.,Uzbekistan,29473614,2016
219,182.,Vanuatu,239400,2016
220,44.,Venezuela,29680304,2016
221,14.,Vietnam,95261024,2016
222,221.,Wallis and Futuna,15664,2016
223,139.,West Bank,2839777,2016
224,169.,Western Sahara,587020,2016
225,47.,Yemen,27289156,2016
226,67.,Zambia,16109422,2016
227,71.,Zimbabwe,14546961,2016
