,rank,country,population,year
60,166.,Equatorial Guinea,650702,2010
61,107.,Eritrea,5792984,2010
62,155.,Estonia,1291170,2010
63,14.,Ethiopia,88013488,2010
64,209.,Faroe Islands,49057,2010
65,191.,Federated States of Micronesia,107154,2010
66,160.,Fiji,875983,2010
67,112.,Finland,5255068,2010
68,21.,France,64768388,2010
69,180.,French Polynesia,268824,2010
70,152.,Gabon,1545255,2010
71,150.,Gaza Strip,1604238,2010
72,121.,Georgia,4600825,2010
73,15.,Germany,81644456,2010
74,47.,Ghana,24339838,2010
75,218.,Gibraltar,28877,2010
76,75.,Greece,10749943,2010
77,206.,Greenland,57637,2010
78,190.,Grenada,107818,2010
79,185.,Guam,180865,2010
80,69.,Guatemala,13550440,2010
81,205.,Guernsey,64775,2010
82,80.,Guinea,10324025,2010
83,151.,Guinea-Bissau,1565126,2010
84,161.,Guyana,748486,2010
85,87.,Haiti,9648924,2010
86,93.,Honduras,7989415,2010
87,99.,Hong Kong,7089705,2010
88,82.,Hungary,9992339,2010
89,178.,Iceland,308910,2010
90,2.,India,1173107968,2010
91,4.,Indonesia,242968336,2010
92,18.,Iran,76923296,2010
93,39.,Iraq,29671604,2010
94,119.,Ireland,4622917,2010
95,200.,Isle of Man,83859,2010
96,96.,Israel,7353985,2010
97,23.,Italy,60748964,2010
98,138.,Jamaica,2847232,2010
99,10.,Japan,127579144,2010
100,102.,Jordan,6407085,2010
101,59.,Kazakhstan,17084816,2010
102,33.,Kenya,40843136,2010
103,195.,Kiribati,99482,2010
104,147.,Kosovo,1815048,2010
105,139.,Kuwait,2543172,2010
106,110.,Kyrgyzstan,5508626,2010
107,104.,Laos,6368162,2010
108,141.,Latvia,2217969,2010
109,126.,Lebanon,4125247,2010
110,146.,Lesotho,1919552,2010
111,129.,Liberia,3685076,2010
112,101.,Libya,6461454,2010
113,213.,Liechtenstein,36137,2010
114,130.,Lithuania,3545319,2010
115,171.,Luxembourg,497538,2010
116,167.,Macau,567957,2010
117,143.,Macedonia,2072086,2010
118,55.,Madagascar,21281844,2010
119,65.,Malawi,15447500,2010
120,43.,Malaysia,28274728,2010
121,174.,Maldives,395650,2010
122,68.,Mali,13796354,2010
123,173.,Malta,406771,2010
124,204.,Marshall Islands,65859,2010
125,133.,Mauritania,3205060,2010
126,154.,Mauritius,1294104,2010
127,183.,Mayotte,206184,2010
128,11.,Mexico,112468856,2010
129,128.,Moldova,3731799,2010
130,215.,Monaco,30586,2010
131,134.,Mongolia,3086918,2010
132,165.,Montenegro,666730,2010
133,228.,Montserrat,5118,2010
134,38.,Morocco,31627428,2010
135,51.,Mozambique,22417452,2010
136,24.,Myanmar,53414376,2010
137,142.,Namibia,2128471,2010
138,224.,Nauru,9267,2010
139,41.,Nepal,28951852,2010
140,62.,Netherlands,16573840,2010
141,188.,Netherlands Antilles,143405,2010
142,181.,New Caledonia,252352,2010
143,124.,New Zealand,4252277,2010
144,108.,Nicaragua,5604452,2010
145,64.,Niger,15878271,2010
146,7.,Nigeria,161604736,2010
147,48.,North Korea,24325700,2010
148,210.,Northern Mariana Islands,48317,2010
149,118.,Norway,4676305,2010
150,136.,Oman,2967717,2010
151,6.,Pakistan,184404784,2010
152,219.,Palau,20879,2010
153,131.,Panama,3410676,2010
154,105.,Papua New Guinea,6064515,2010
155,103.,Paraguay,6375830,2010
156,42.,Peru,28947972,2010
157,12.,Philippines,99900176,2010
158,34.,Poland,38463688,2010
159,76.,Portugal,10735765,2010
160,127.,Puerto Rico,3978702,2010
161,149.,Qatar,1719473,2010
162,125.,Republic of Congo,4125916,2010
163,53.,Romania,21959278,2010
164,9.,Russia,139390208,2010
165,74.,Rwanda,11055976,2010
166,226.,Saint Barthélemy,7406,2010
167,225.,Saint Helena,7670,2010
168,208.,Saint Kitts and Nevis,49898,2010
169,187.,Saint Lucia,160922,2010
170,216.,Saint Martin,30235,2010
171,227.,Saint Pierre and Miquelon,5943,2010
172,194.,Saint Vincent and the Grenadines,104217,2010
173,184.,Samoa,192001,2010
174,214.,San Marino,31477,2010
175,186.,Sao Tome and Principe,175808,2010
176,46.,Saudi Arabia,25731776,2010
177,71.,Senegal,12323252,2010
178,97.,Serbia,7344847,2010
179,197.,Seychelles,88340,2010
180,113.,Sierra Leone,5245695,2010
181,114.,Singapore,5140105,2010
182,212.,Sint Maarten,37885,2010
183,111.,Slovakia,5470306,2010
184,145.,Slovenia,2003136,2010
185,168.,Solomon Islands,559198,2010
186,86.,Somalia,9767889,2010
187,25.,South Africa,49109108,2010
188,26.,South Korea,48636068,2010
189,27.,Spain,46505964,2010
190,56.,Sri Lanka,21083826,2010
191,30.,Sudan,43939600,2010
192,169.,Suriname,545859,2010
193,153.,Swaziland,1354051,2010
194,90.,Sweden,9074055,2010
195,94.,Switzerland,7623438,2010
196,52.,Syria,22198110,2010
197,50.,Taiwan,23024956,2010
198,95.,Tajikistan,7487489,2010
199,31.,Tanzania,41892896,2010
200,20.,Thailand,66336256,2010
201,177.,The Bahamas,310426,2010
202,148.,The Gambia,1755456,2010
203,100.,Togo,6587239,2010
204,192.,Tonga,105632,2010
205,156.,Trinidad and Tobago,1228691,2010
206,78.,Tunisia,10525041,2010
207,17.,Turkey,77804120,2010
208,116.,Turkmenistan,4940916,2010
209,211.,Turks and Caicos Islands,43212,2010
210,223.,Tuvalu,10472,2010
211,189.,U.S. Virgin Islands,109750,2010
212,37.,Uganda,33398682,2010
213,28.,Ukraine,45415596,2010
214,115.,United Arab Emirates,4975593,2010
215,22.,United Kingdom,62348448,2010
216,3.,United States of America,308282048,2010
217,132.,Uruguay,3301076,2010
218,44.,Uzbekistan,27865738,2010
219,182.,Vanuatu,221552,2010
220,45.,Venezuela,27223228,2010
221,13.,Vietnam,89571128,2010
222,220.,Wallis and Futuna,15343,2010
223,140.,West Bank,2514845,2010
224,172.,Western Sahara,491519,2010
225,49.,Yemen,23495360,2010
226,70.,Zambia,13460305,2010
227,72.,Zimbabwe,11651858,2010
