,rank,country,population,year
133,228.,Montserrat,4512,2007
134,37.,Morocco,30594444,2007
135,52.,Mozambique,20968820,2007
136,24.,Myanmar,51755836,2007
137,142.,Namibia,2069028,2007
138,224.,Nauru,9115,2007
139,40.,Nepal,27827892,2007
140,60.,Netherlands,16351022,2007
141,188.,Netherlands Antilles,139025,2007
142,181.,New Caledonia,240454,2007
143,124.,New Zealand,4132341,2007
144,109.,Nicaragua,5407784,2007
145,65.,Niger,14214714,2007
146,7.,Nigeria,149487904,2007
147,47.,North Korea,23907668,2007
148,206.,Northern Mariana Islands,58629,2007
149,117.,Norway,4627926,2007
150,137.,Oman,2800283,2007
151,6.,Pakistan,175495072,2007
152,219.,Palau,20591,2007
153,132.,Panama,3258329,2007
154,106.,Papua New Guinea,5691088,2007
155,100.,Paraguay,6112995,2007
156,39.,Peru,28049728,2007
157,12.,Philippines,94157464,2007
158,33.,Poland,38518240,2007
159,75.,Portugal,10642836,2007
160,125.,Puerto Rico,3941235,2007
161,154.,Qatar,1268260,2007
162,128.,Republic of Congo,3802332,2007
163,50.,Romania,22106152,2007
164,9.,Russia,141377760,2007
165,79.,Rwanda,10141078,2007
166,226.,Saint Barthélemy,7540,2007
167,225.,Saint Helena,7563,2007
168,208.,Saint Kitts and Nevis,48657,2007
169,187.,Saint Lucia,158875,2007
170,216.,Saint Martin,28905,2007
171,227.,Saint Pierre and Miquelon,6100,2007
172,192.,Saint Vincent and the Grenadines,105307,2007
173,184.,Samoa,187956,2007
174,215.,San Marino,30349,2007
175,186.,Sao Tome and Principe,164749,2007
176,46.,Saudi Arabia,24498520,2007
177,72.,Senegal,11394298,2007
178,95.,Serbia,7447093,2007
179,197.,Seychelles,85702,2007
180,113.,Sierra Leone,4918325,2007
181,114.,Singapore,4821918,2007
182,211.,Sint Maarten,35431,2007
183,108.,Slovakia,5447502,2007
184,144.,Slovenia,2009245,2007
185,168.,Solomon Islands,521065,2007
186,87.,Somalia,9238111,2007
187,25.,South Africa,48367132,2007
188,26.,South Korea,48250148,2007
189,28.,Spain,45211636,2007
190,54.,Sri Lanka,20507596,2007
191,30.,Sudan,40526068,2007
192,169.,Suriname,520925,2007
193,153.,Swaziland,1299910,2007
194,88.,Sweden,9031088,2007
195,93.,Switzerland,7554661,2007
196,55.,Syria,20487722,2007
197,49.,Taiwan,22858872,2007
198,97.,Tajikistan,7076598,2007
199,32.,Tanzania,39384224,2007
200,19.,Thailand,65109896,2007
201,176.,The Bahamas,301972,2007
202,148.,The Gambia,1629648,2007
203,102.,Togo,6042377,2007
204,193.,Tonga,104407,2007
205,156.,Trinidad and Tobago,1232811,2007
206,78.,Tunisia,10212857,2007
207,17.,Turkey,74767840,2007
208,115.,Turkmenistan,4774232,2007
209,213.,Turks and Caicos Islands,33911,2007
210,223.,Tuvalu,10279,2007
211,189.,U.S. Virgin Islands,109818,2007
212,38.,Uganda,30262610,2007
213,27.,Ukraine,46299864,2007
214,121.,United Arab Emirates,4444011,2007
215,22.,United Kingdom,61249260,2007
216,3.,United States of America,301579904,2007
217,130.,Uruguay,3278878,2007
218,43.,Uzbekistan,27079266,2007
219,182.,Vanuatu,212344,2007
220,45.,Venezuela,26023528,2007
221,13.,Vietnam,86518848,2007
222,220.,Wallis and Futuna,15189,2007
223,140.,West Bank,2354154,2007
224,172.,Western Sahara,445397,2007
225,51.,Yemen,21591040,2007
226,70.,Zambia,12341081,2007
227,71.,Zimbabwe,11443187,2007
