,rank,country,population,year
199,33.,Tanzania,35383104,2002
200,19.,Thailand,62856944,2002
201,176.,The Bahamas,288579,2002
202,148.,The Gambia,1430711,2002
203,106.,Togo,5277933,2002
204,193.,Tonga,101452,2002
205,152.,Trinidad and Tobago,1245844,2002
206,80.,Tunisia,9710221,2002
207,16.,Turkey,69479040,2002
208,115.,Turkmenistan,4502617,2002
209,218.,Turks and Caicos Islands,21406,2002
210,223.,Tuvalu,10039,2002
211,189.,U.S. Virgin Islands,108923,2002
212,41.,Uganda,25469580,2002
213,25.,Ukraine,48056820,2002
214,128.,United Arab Emirates,3558098,2002
215,21.,United Kingdom,59601520,2002
216,3.,United States of America,287803904,2002
217,130.,Uruguay,3241594,2002
218,40.,Uzbekistan,25696312,2002
219,182.,Vanuatu,196458,2002
220,43.,Venezuela,24191766,2002
221,14.,Vietnam,81257968,2002
222,221.,Wallis and Futuna,14856,2002
223,140.,West Bank,2087550,2002
224,173.,Western Sahara,367389,2002
225,54.,Yemen,18546204,2002
226,72.,Zambia,10916960,2002
227,67.,Zimbabwe,11866017,2002
