,rank,country,population,year
206,78.,Tunisia,10111973,2006
207,17.,Turkey,73726128,2006
208,114.,Turkmenistan,4719514,2006
209,214.,Turks and Caicos Islands,30583,2006
210,223.,Tuvalu,10222,2006
211,189.,U.S. Virgin Islands,109763,2006
212,38.,Uganda,29206504,2006
213,27.,Ukraine,46620336,2006
214,123.,United Arab Emirates,4265914,2006
215,22.,United Kingdom,60846808,2006
216,3.,United States of America,298593216,2006
217,130.,Uruguay,3271307,2006
218,42.,Uzbekistan,26810464,2006
219,182.,Vanuatu,209222,2006
220,45.,Venezuela,25641462,2006
221,13.,Vietnam,85470536,2006
222,220.,Wallis and Futuna,15144,2006
223,140.,West Bank,2300729,2006
224,172.,Western Sahara,430317,2006
225,51.,Yemen,20964522,2006
226,70.,Zambia,12013264,2006
227,71.,Zimbabwe,11544326,2006
