,rank,country,population,year
146,7.,Nigeria,170123744,2012
147,49.,North Korea,24589122,2012
148,211.,Northern Mariana Islands,44582,2012
149,119.,Norway,4707270,2012
150,135.,Oman,3090150,2012
151,6.,Pakistan,190291136,2012
152,219.,Palau,21032,2012
153,131.,Panama,3510045,2012
154,105.,Papua New Guinea,6310129,2012
155,103.,Paraguay,6541591,2012
156,42.,Peru,29549516,2012
157,12.,Philippines,103775000,2012
158,34.,Poland,38415284,2012
159,77.,Portugal,10781459,2012
160,127.,Puerto Rico,3998905,2012
161,146.,Qatar,1951591,2012
162,124.,Republic of Congo,4366266,2012
163,56.,Romania,21848504,2012
164,9.,Russia,138082176,2012
165,73.,Rwanda,11689696,2012
166,226.,Saint Barthélemy,7332,2012
167,225.,Saint Helena,7728,2012
168,208.,Saint Kitts and Nevis,50726,2012
169,187.,Saint Lucia,162178,2012
170,216.,Saint Martin,30959,2012
171,227.,Saint Pierre and Miquelon,5831,2012
172,194.,Saint Vincent and the Grenadines,103537,2012
173,184.,Samoa,194320,2012
174,214.,San Marino,32140,2012
175,186.,Sao Tome and Principe,183176,2012
176,46.,Saudi Arabia,26534504,2012
177,71.,Senegal,12969606,2012
178,97.,Serbia,7276604,2012
179,197.,Seychelles,90024,2012
180,111.,Sierra Leone,5485998,2012
181,113.,Singapore,5353494,2012
182,212.,Sint Maarten,39088,2012
183,112.,Slovakia,5483088,2012
184,145.,Slovenia,1996617,2012
185,167.,Solomon Islands,584578,2012
186,85.,Somalia,10085638,2012
187,26.,South Africa,48810428,2012
188,25.,South Korea,48860500,2012
189,27.,Spain,47042984,2012
190,57.,Sri Lanka,21481334,2012
191,28.,Sudan,46183360,2012
192,169.,Suriname,560157,2012
193,153.,Swaziland,1386914,2012
194,91.,Sweden,9103788,2012
195,95.,Switzerland,7655628,2012
196,53.,Syria,22530746,2012
197,51.,Taiwan,23113900,2012
198,94.,Tajikistan,7768385,2012
199,31.,Tanzania,43601796,2012
200,20.,Thailand,67091088,2012
201,177.,The Bahamas,316182,2012
202,148.,The Gambia,1840454,2012
203,100.,Togo,6961049,2012
204,193.,Tonga,106146,2012
205,157.,Trinidad and Tobago,1226383,2012
206,79.,Tunisia,10732900,2012
207,17.,Turkey,79749464,2012
208,117.,Turkmenistan,5054828,2012
209,210.,Turks and Caicos Islands,46335,2012
210,223.,Tuvalu,10619,2012
211,189.,U.S. Virgin Islands,109574,2012
212,35.,Uganda,35873252,2012
213,30.,Ukraine,44854064,2012
214,114.,United Arab Emirates,5314317,2012
215,22.,United Kingdom,63047160,2012
216,3.,United States of America,313847456,2012
217,133.,Uruguay,3316328,2012
218,44.,Uzbekistan,28394180,2012
219,182.,Vanuatu,227574,2012
220,45.,Venezuela,28047938,2012
221,14.,Vietnam,91519288,2012
222,220.,Wallis and Futuna,15453,2012
223,140.,West Bank,2622544,2012
224,171.,Western Sahara,522928,2012
225,48.,Yemen,24771808,2012
226,69.,Zambia,14309466,2012
227,72.,Zimbabwe,12619600,2012
