,rank,country,population,year
148,210.,Northern Mariana Islands,46050,2011
149,118.,Norway,4691849,2011
150,135.,Oman,3027959,2011
151,6.,Pakistan,187342720,2011
152,219.,Palau,20956,2011
153,131.,Panama,3460462,2011
154,105.,Papua New Guinea,6187591,2011
155,104.,Paraguay,6459058,2011
156,42.,Peru,29248944,2011
157,12.,Philippines,101833936,2011
158,34.,Poland,38441588,2011
159,75.,Portugal,10760305,2011
160,127.,Puerto Rico,3989133,2011
161,147.,Qatar,1849257,2011
162,125.,Republic of Congo,4243929,2011
163,54.,Romania,21904552,2011
164,9.,Russia,138739888,2011
165,73.,Rwanda,11370425,2011
166,226.,Saint Barthélemy,7367,2011
167,225.,Saint Helena,7700,2011
168,208.,Saint Kitts and Nevis,50314,2011
169,187.,Saint Lucia,161557,2011
170,215.,Saint Martin,30615,2011
171,227.,Saint Pierre and Miquelon,5888,2011
172,194.,Saint Vincent and the Grenadines,103869,2011
173,184.,Samoa,193161,2011
174,214.,San Marino,31817,2011
175,186.,Sao Tome and Principe,179506,2011
176,46.,Saudi Arabia,26131704,2011
177,71.,Senegal,12643799,2011
178,97.,Serbia,7310555,2011
179,197.,Seychelles,89188,2011
180,112.,Sierra Leone,5363669,2011
181,114.,Singapore,5246787,2011
182,212.,Sint Maarten,38486,2011
183,111.,Slovakia,5477038,2011
184,145.,Slovenia,2000092,2011
185,168.,Solomon Islands,571890,2011
186,86.,Somalia,9925640,2011
187,25.,South Africa,49004032,2011
188,26.,South Korea,48754656,2011
189,27.,Spain,46754784,2011
190,57.,Sri Lanka,21283912,2011
191,29.,Sudan,45047504,2011
192,169.,Suriname,553159,2011
193,153.,Swaziland,1370424,2011
194,91.,Sweden,9088728,2011
195,94.,Switzerland,7639961,2011
196,52.,Syria,22517750,2011
197,50.,Taiwan,23071780,2011
198,95.,Tajikistan,7627200,2011
199,31.,Tanzania,42746620,2011
200,20.,Thailand,66720152,2011
201,177.,The Bahamas,313312,2011
202,149.,The Gambia,1797860,2011
203,100.,Togo,6771993,2011
204,193.,Tonga,105916,2011
205,156.,Trinidad and Tobago,1227505,2011
206,78.,Tunisia,10629186,2011
207,17.,Turkey,78785552,2011
208,116.,Turkmenistan,4997503,2011
209,211.,Turks and Caicos Islands,44819,2011
210,223.,Tuvalu,10544,2011
211,189.,U.S. Virgin Islands,109666,2011
212,36.,Uganda,34612248,2011
213,28.,Ukraine,45134708,2011
214,115.,United Arab Emirates,5148664,2011
215,22.,United Kingdom,62698360,2011
216,3.,United States of America,311050976,2011
217,132.,Uruguay,3308535,2011
218,44.,Uzbekistan,28128600,2011
219,182.,Vanuatu,224564,2011
220,45.,Venezuela,27635744,2011
221,14.,Vietnam,90549392,2011
222,220.,Wallis and Futuna,15398,2011
223,140.,West Bank,2568555,2011
224,171.,Western Sahara,507160,2011
225,49.,Yemen,24133492,2011
226,69.,Zambia,13881336,2011
227,72.,Zimbabwe,12084304,2011
