,rank,country,population,year
87,97.,Hong Kong,6898686,2005
88,78.,Hungary,10057624,2005
89,176.,Iceland,296737,2005
90,2.,India,1090973056,2005
91,4.,Indonesia,228895744,2005
92,18.,Iran,72282712,2005
93,43.,Iraq,26076088,2005
94,122.,Ireland,4199185,2005
95,199.,Isle of Man,79590,2005
96,99.,Israel,6742915,2005
97,23.,Italy,59037808,2005
98,137.,Jamaica,2736513,2005
99,10.,Japan,127715360,2005
100,109.,Jordan,5245404,2005
101,60.,Kazakhstan,16122665,2005
102,34.,Kenya,35246308,2005
103,195.,Kiribati,92587,2005
104,147.,Kosovo,1767302,2005
105,140.,Kuwait,2256657,2005
106,111.,Kyrgyzstan,5146281,2005
107,102.,Laos,5836357,2005
108,139.,Latvia,2290237,2005
109,127.,Lebanon,3892388,2005
110,145.,Lesotho,1922116,2005
111,134.,Liberia,2930083,2005
112,103.,Libya,5777532,2005
113,211.,Liechtenstein,34880,2005
114,129.,Lithuania,3596617,2005
115,171.,Luxembourg,468571,2005
116,169.,Macau,474027,2005
117,142.,Macedonia,2045262,2005
118,57.,Madagascar,18312164,2005
119,65.,Malawi,13492114,2005
120,44.,Malaysia,25968120,2005
121,175.,Maldives,336248,2005
122,69.,Mali,12133824,2005
123,173.,Malta,398534,2005
124,206.,Marshall Islands,59096,2005
125,136.,Mauritania,2837937,2005
126,154.,Mauritius,1242821,2005
127,183.,Mayotte,185920,2005
128,11.,Mexico,106202904,2005
129,125.,Moldova,3948261,2005
130,213.,Monaco,31100,2005
131,135.,Mongolia,2865994,2005
132,162.,Montenegro,699259,2005
133,228.,Montserrat,4530,2005
134,37.,Morocco,29900960,2005
135,54.,Mozambique,20068620,2005
136,24.,Myanmar,50572092,2005
137,143.,Namibia,2028356,2005
138,224.,Nauru,10014,2005
139,40.,Nepal,27093868,2005
140,59.,Netherlands,16299097,2005
141,188.,Netherlands Antilles,136029,2005
142,181.,New Caledonia,232397,2005
143,124.,New Zealand,4048224,2005
144,108.,Nicaragua,5267146,2005
145,67.,Niger,13188874,2005
146,9.,Nigeria,141851808,2005
147,47.,North Korea,23620924,2005
148,202.,Northern Mariana Islands,70636,2005
149,117.,Norway,4593041,2005
150,138.,Oman,2696889,2005
151,6.,Pakistan,169278640,2005
152,219.,Palau,20324,2005
153,131.,Panama,3155032,2005
154,105.,Papua New Guinea,5439769,2005
155,101.,Paraguay,5925541,2005
156,39.,Peru,27442388,2005
157,12.,Philippines,90435784,2005
158,31.,Poland,38557984,2005
159,75.,Portugal,10566212,2005
160,126.,Puerto Rico,3910722,2005
161,158.,Qatar,972530,2005
162,128.,Republic of Congo,3604002,2005
163,49.,Romania,22197164,2005
164,8.,Russia,142775584,2005
165,81.,Rwanda,9611065,2005
166,225.,Saint Barthélemy,7582,2005
167,226.,Saint Helena,7479,2005
168,209.,Saint Kitts and Nevis,47904,2005
169,187.,Saint Lucia,157371,2005
170,216.,Saint Martin,27906,2005
171,227.,Saint Pierre and Miquelon,6199,2005
172,191.,Saint Vincent and the Grenadines,106070,2005
173,184.,Samoa,184491,2005
174,214.,San Marino,29605,2005
175,186.,Sao Tome and Principe,157514,2005
176,46.,Saudi Arabia,23642208,2005
177,73.,Senegal,10804122,2005
178,93.,Serbia,7502197,2005
179,197.,Seychelles,83886,2005
180,113.,Sierra Leone,4708054,2005
181,116.,Singapore,4605741,2005
182,212.,Sint Maarten,33674,2005
183,107.,Slovakia,5431363,2005
184,144.,Slovenia,2011070,2005
185,168.,Solomon Islands,495751,2005
186,89.,Somalia,8790161,2005
187,26.,South Africa,47483448,2005
188,25.,South Korea,48005156,2005
189,28.,Spain,43704368,2005
190,53.,Sri Lanka,20102988,2005
191,32.,Sudan,38363080,2005
192,167.,Suriname,503639,2005
193,153.,Swaziland,1258977,2005
194,87.,Sweden,9001774,2005
195,94.,Switzerland,7489370,2005
196,56.,Syria,18562670,2005
197,48.,Taiwan,22701080,2005
198,98.,Tajikistan,6814791,2005
199,33.,Tanzania,37770568,2005
200,19.,Thailand,64235280,2005
201,177.,The Bahamas,296708,2005
202,148.,The Gambia,1547905,2005
203,104.,Togo,5714516,2005
204,193.,Tonga,103296,2005
205,155.,Trinidad and Tobago,1236690,2005
206,79.,Tunisia,10012905,2005
207,16.,Turkey,72673808,2005
208,115.,Turkmenistan,4664155,2005
209,217.,Turks and Caicos Islands,27590,2005
210,223.,Tuvalu,10167,2005
211,189.,U.S. Virgin Islands,109599,2005
212,38.,Uganda,28199390,2005
213,27.,Ukraine,46959420,2005
214,123.,United Arab Emirates,4086602,2005
215,22.,United Kingdom,60487348,2005
216,3.,United States of America,295753152,2005
217,130.,Uruguay,3264911,2005
218,41.,Uzbekistan,26539888,2005
219,182.,Vanuatu,206090,2005
220,45.,Venezuela,25269176,2005
221,13.,Vietnam,84424928,2005
222,220.,Wallis and Futuna,15094,2005
223,141.,West Bank,2247436,2005
224,172.,Western Sahara,415400,2005
225,51.,Yemen,20344668,2005
226,70.,Zambia,11710361,2005
227,71.,Zimbabwe,11639470,2005
