,rank,country,population,year
79,186.,Guam,197187,2017
80,70.,Guatemala,15460732,2017
81,205.,Guernsey,66502,2017
82,74.,Guinea,12413867,2017
83,151.,Guinea-Bissau,1792338,2017
84,165.,Guyana,741403,2017
85,86.,Haiti,10346294,2017
86,92.,Honduras,9038741,2017
87,99.,Hong Kong,7279725,2017
88,89.,Hungary,9850845,2017
89,178.,Iceland,323392,2017
90,2.,India,1281935872,2017
91,4.,Indonesia,260580848,2017
92,17.,Iran,83768456,2017
93,38.,Iraq,34751520,2017
94,119.,Ireland,5011102,2017
95,199.,Isle of Man,88815,2017
96,95.,Israel,8157105,2017
97,23.,Italy,62137800,2017
98,138.,Jamaica,2990561,2017
99,10.,Japan,126451400,2017
100,104.,Jordan,6876804,2017
101,63.,Kazakhstan,18556698,2017
102,31.,Kenya,47615740,2017
103,192.,Kiribati,108145,2017
104,150.,Kosovo,1895250,2017
105,140.,Kuwait,2875422,2017
106,109.,Kyrgyzstan,6076655,2017
107,100.,Laos,7126706,2017
108,144.,Latvia,2123401,2017
109,127.,Lebanon,4189699,2017
110,149.,Lesotho,1958042,2017
111,126.,Liberia,4405340,2017
112,98.,Libya,7388335,2017
113,213.,Liechtenstein,38244,2017
114,132.,Lithuania,3473182,2017
115,172.,Luxembourg,538275,2017
116,169.,Macau,601969,2017
117,145.,Macedonia,2103721,2017
118,50.,Madagascar,26098776,2017
119,62.,Malawi,18687310,2017
120,42.,Malaysia,31381992,2017
121,175.,Maldives,392709,2017
122,67.,Mali,16559842,2017
123,174.,Malta,416338,2017
124,201.,Marshall Islands,74539,2017
125,129.,Mauritania,3758571,2017
126,155.,Mauritius,1356388,2017
127,183.,Mayotte,223946,2017
128,11.,Mexico,121116960,2017
129,131.,Moldova,3474121,2017
130,217.,Monaco,30645,2017
131,134.,Mongolia,3407696,2017
132,167.,Montenegro,642550,2017
133,228.,Montserrat,5292,2017
134,40.,Morocco,33986656,2017
135,49.,Mozambique,26573706,2017
136,24.,Myanmar,57457664,2017
137,142.,Namibia,2236141,2017
138,223.,Nauru,9642,2017
139,41.,Nepal,32658736,2017
140,65.,Netherlands,17084720,2017
141,188.,Netherlands Antilles,149648,2017
142,181.,New Caledonia,279070,2017
143,123.,New Zealand,4510327,2017
144,111.,Nicaragua,6025951,2017
145,60.,Niger,20449694,2017
146,7.,Nigeria,192908800,2017
147,51.,North Korea,25248140,2017
148,211.,Northern Mariana Islands,46273,2017
149,121.,Norway,4786379,2017
150,133.,Oman,3424386,2017
151,6.,Pakistan,204924864,2017
152,219.,Palau,21431,2017
153,130.,Panama,3753142,2017
154,103.,Papua New Guinea,6909701,2017
155,102.,Paraguay,6943739,2017
156,43.,Peru,31036656,2017
157,12.,Philippines,113510008,2017
158,35.,Poland,38188708,2017
159,82.,Portugal,10839514,2017
160,128.,Puerto Rico,4037229,2017
161,141.,Qatar,2314307,2017
162,118.,Republic of Congo,5025422,2017
163,58.,Romania,21529968,2017
164,9.,Russia,134547680,2017
165,73.,Rwanda,13319202,2017
166,226.,Saint Barthélemy,7184,2017
167,225.,Saint Helena,7828,2017
168,208.,Saint Kitts and Nevis,52715,2017
169,187.,Saint Lucia,164994,2017
170,216.,Saint Martin,32125,2017
171,227.,Saint Pierre and Miquelon,5533,2017
172,195.,Saint Vincent and the Grenadines,102089,2017
173,185.,Samoa,200108,2017
174,215.,San Marino,33537,2017
175,184.,Sao Tome and Principe,201025,2017
176,46.,Saudi Arabia,28571770,2017
177,72.,Senegal,14668522,2017
178,101.,Serbia,7111024,2017
179,198.,Seychelles,93920,2017
180,108.,Sierra Leone,6163195,2017
181,112.,Singapore,5888926,2017
182,212.,Sint Maarten,42083,2017
183,115.,Slovakia,5499136,2017
184,148.,Slovenia,1972126,2017
185,166.,Solomon Islands,647581,2017
186,80.,Somalia,11031386,2017
187,28.,South Africa,48390476,2017
188,26.,South Korea,49237468,2017
189,27.,Spain,48958160,2017
190,56.,Sri Lanka,22409380,2017
191,25.,Sudan,52316068,2017
192,170.,Suriname,591919,2017
193,153.,Swaziland,1467152,2017
194,91.,Sweden,9189164,2017
195,97.,Switzerland,7721800,2017
196,53.,Syria,23614454,2017
197,54.,Taiwan,23254192,2017
198,93.,Tajikistan,8468555,2017
199,29.,Tanzania,47722652,2017
200,20.,Thailand,68734560,2017
201,177.,The Bahamas,329988,2017
202,146.,The Gambia,2051363,2017
203,96.,Togo,7965055,2017
204,193.,Tonga,106479,2017
205,159.,Trinidad and Tobago,1218208,2017
206,77.,Tunisia,11229332,2017
207,16.,Turkey,84273192,2017
208,116.,Turkmenistan,5351277,2017
209,209.,Turks and Caicos Islands,52570,2017
210,222.,Tuvalu,11052,2017
211,191.,U.S. Virgin Islands,108991,2017
212,34.,Uganda,42894272,2017
213,33.,Ukraine,43437328,2017
214,110.,United Arab Emirates,6072475,2017
215,22.,United Kingdom,64769452,2017
216,3.,United States of America,328131072,2017
217,135.,Uruguay,3360148,2017
218,45.,Uzbekistan,29748860,2017
219,182.,Vanuatu,242296,2017
220,44.,Venezuela,30083356,2017
221,14.,Vietnam,96160160,2017
222,221.,Wallis and Futuna,15714,2017
223,139.,West Bank,2894389,2017
224,168.,Western Sahara,603253,2017
225,47.,Yemen,27908226,2017
226,66.,Zambia,16587630,2017
227,71.,Zimbabwe,14868131,2017
