,rank,country,population,year
181,118.,Singapore,4063333,2000
182,213.,Sint Maarten,30784,2000
183,102.,Slovakia,5400320,2000
184,141.,Slovenia,2010557,2000
185,169.,Solomon Islands,433730,2000
186,92.,Somalia,7500558,2000
187,27.,South Africa,45064096,2000
188,26.,South Korea,46838840,2000
189,28.,Spain,40589004,2000
190,52.,Sri Lanka,19041168,2000
191,32.,Sudan,34109304,2000
192,167.,Suriname,464036,2000
193,154.,Swaziland,1143927,2000
194,81.,Sweden,8923569,2000
195,93.,Switzerland,7266920,2000
196,56.,Syria,16471243,2000
197,48.,Taiwan,22182864,2000
198,98.,Tajikistan,6229697,2000
199,33.,Tanzania,33712120,2000
200,19.,Thailand,61904272,2000
201,176.,The Bahamas,282591,2000
202,149.,The Gambia,1356581,2000
203,107.,Togo,4991834,2000
204,193.,Tonga,100125,2000
205,151.,Trinidad and Tobago,1251775,2000
206,79.,Tunisia,9507986,2000
207,16.,Turkey,67329296,2000
208,115.,Turkmenistan,4385485,2000
209,219.,Turks and Caicos Islands,19271,2000
210,223.,Tuvalu,10037,2000
211,189.,U.S. Virgin Islands,108639,2000
212,41.,Uganda,23955822,2000
213,24.,Ukraine,49005224,2000
214,129.,United Arab Emirates,3219297,2000
215,21.,United Kingdom,59139968,2000
216,3.,United States of America,282171968,2000
217,128.,Uruguay,3219793,2000
218,39.,Uzbekistan,25041820,2000
219,182.,Vanuatu,189862,2000
220,42.,Venezuela,23492752,2000
221,14.,Vietnam,79177984,2000
222,221.,Wallis and Futuna,14666,2000
223,142.,West Bank,1979647,2000
224,173.,Western Sahara,336295,2000
225,54.,Yemen,17407262,2000
226,73.,Zambia,10345174,2000
227,65.,Zimbabwe,11820025,2000
