,rank,country,population,year
144,108.,Nicaragua,5848641,2014
145,61.,Niger,18360608,2014
146,7.,Nigeria,178975120,2014
147,49.,North Korea,24851628,2014
148,211.,Northern Mariana Islands,43775,2014
149,120.,Norway,4738261,2014
150,135.,Oman,3219775,2014
151,6.,Pakistan,196174384,2014
152,219.,Palau,21186,2014
153,129.,Panama,3608431,2014
154,104.,Papua New Guinea,6552730,2014
155,103.,Paraguay,6703860,2014
156,42.,Peru,30147936,2014
157,12.,Philippines,107668232,2014
158,35.,Poland,38346280,2014
159,79.,Portugal,10813834,2014
160,128.,Puerto Rico,4016405,2014
161,144.,Qatar,2123160,2014
162,121.,Republic of Congo,4622422,2014
163,57.,Romania,21729872,2014
164,9.,Russia,136718880,2014
165,73.,Rwanda,12337138,2014
166,226.,Saint Barthélemy,7267,2014
167,225.,Saint Helena,7776,2014
168,208.,Saint Kitts and Nevis,51538,2014
169,187.,Saint Lucia,163362,2014
170,216.,Saint Martin,31530,2014
171,227.,Saint Pierre and Miquelon,5716,2014
172,195.,Saint Vincent and the Grenadines,102918,2014
173,184.,Samoa,196628,2014
174,214.,San Marino,32742,2014
175,185.,Sao Tome and Principe,190428,2014
176,46.,Saudi Arabia,27345986,2014
177,72.,Senegal,13635927,2014
178,99.,Serbia,7209764,2014
179,197.,Seychelles,91650,2014
180,110.,Sierra Leone,5743725,2014
181,113.,Singapore,5567301,2014
182,212.,Sint Maarten,40289,2014
183,114.,Slovakia,5492677,2014
184,146.,Slovenia,1988292,2014
185,167.,Solomon Islands,609883,2014
186,83.,Somalia,10428043,2014
187,27.,South Africa,48375644,2014
188,25.,South Korea,49039984,2014
189,28.,Spain,47737940,2014
190,56.,Sri Lanka,21866444,2014
191,26.,Sudan,48551556,2014
192,169.,Suriname,573311,2014
193,153.,Swaziland,1419623,2014
194,91.,Sweden,9135785,2014
195,96.,Switzerland,7684536,2014
196,54.,Syria,22597532,2014
197,52.,Taiwan,23184256,2014
198,94.,Tajikistan,8051512,2014
199,30.,Tanzania,45298800,2014
200,20.,Thailand,67790616,2014
201,177.,The Bahamas,321834,2014
202,148.,The Gambia,1925527,2014
203,97.,Togo,7351374,2014
204,192.,Tonga,106440,2014
205,158.,Trinidad and Tobago,1223916,2014
206,78.,Tunisia,10937521,2014
207,16.,Turkey,81619392,2014
208,117.,Turkmenistan,5171943,2014
209,210.,Turks and Caicos Islands,49070,2014
210,222.,Tuvalu,10782,2014
211,191.,U.S. Virgin Islands,109364,2014
212,34.,Uganda,38537132,2014
213,32.,Ukraine,44291412,2014
214,111.,United Arab Emirates,5628805,2014
215,22.,United Kingdom,63742976,2014
216,3.,United States of America,319510848,2014
217,133.,Uruguay,3332972,2014
218,44.,Uzbekistan,28929716,2014
219,182.,Vanuatu,233545,2014
220,45.,Venezuela,28868486,2014
221,14.,Vietnam,93421832,2014
222,221.,Wallis and Futuna,15561,2014
223,140.,West Bank,2731052,2014
224,170.,Western Sahara,554795,2014
225,48.,Yemen,26040796,2014
226,69.,Zambia,15191177,2014
227,71.,Zimbabwe,13771721,2014
